Issue_ID,Department,Issue_Type,Entity_ID,Entity_Name,Metric,Actual_Value,Expected_Value,Variance,Priority,Root_Cause,Financial_Impact,Recommended_Action,Source,Report_Date
ISSUE-03811,Finance / Collections,Outstanding Receivable > 180 Days,INV0078183,Rahul Verma,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03812,Finance / Collections,Outstanding Receivable > 180 Days,INV0078883,Anitha Iyer,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03813,Finance / Collections,Outstanding Receivable > 180 Days,INV0079583,Priya Nair,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03814,Finance / Collections,Outstanding Receivable > 180 Days,INV0085183,Vijay Kumar,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03815,Finance / Collections,Outstanding Receivable > 180 Days,INV0085883,Vijay Kumar,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03816,Finance / Collections,Outstanding Receivable > 180 Days,INV0086583,Karthik Raj,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03817,Finance / Collections,Outstanding Receivable > 180 Days,INV0087283,Meera Patel,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03818,Finance / Collections,Outstanding Receivable > 180 Days,INV0087983,Priya Nair,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03819,Finance / Collections,Outstanding Receivable > 180 Days,INV0093583,Divya Menon,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03820,Finance / Collections,Outstanding Receivable > 180 Days,INV0094283,Rahul Verma,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03821,Finance / Collections,Outstanding Receivable > 180 Days,INV0094983,Arjun Rao,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03822,Finance / Collections,Outstanding Receivable > 180 Days,INV0095683,Karthik Raj,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03823,Finance / Collections,Outstanding Receivable > 180 Days,INV0096383,Rahul Verma,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03824,Finance / Collections,Outstanding Receivable > 180 Days,INV0081183,Aarav Sharma,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03825,Finance / Collections,Outstanding Receivable > 180 Days,INV0081883,Karthik Raj,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03826,Finance / Collections,Outstanding Receivable > 180 Days,INV0082583,Karthik Raj,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03827,Finance / Collections,Outstanding Receivable > 180 Days,INV0083283,Arjun Rao,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03828,Finance / Collections,Outstanding Receivable > 180 Days,INV0083983,Karthik Raj,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03829,Finance / Collections,Outstanding Receivable > 180 Days,INV0084683,Arjun Rao,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03830,Finance / Collections,Outstanding Receivable > 180 Days,INV0090283,Rahul Verma,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03831,Finance / Collections,Outstanding Receivable > 180 Days,INV0090983,Arjun Rao,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03832,Finance / Collections,Outstanding Receivable > 180 Days,INV0091683,Anitha Iyer,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03833,Finance / Collections,Outstanding Receivable > 180 Days,INV0092383,Anitha Iyer,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03834,Finance / Collections,Outstanding Receivable > 180 Days,INV0093083,Karthik Raj,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03835,Finance / Collections,Outstanding Receivable > 180 Days,INV0098683,Rahul Verma,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03836,Finance / Collections,Outstanding Receivable > 180 Days,INV0099383,Aarav Sharma,Outstanding Amount,8442.39,0.0,8442.39,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8442.39,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03837,Finance / Collections,Outstanding Receivable > 180 Days,INV0077883,Karthik Raj,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03838,Finance / Collections,Outstanding Receivable > 180 Days,INV0078583,Karthik Raj,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03839,Finance / Collections,Outstanding Receivable > 180 Days,INV0079283,Priya Nair,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03840,Finance / Collections,Outstanding Receivable > 180 Days,INV0079983,Meera Patel,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03841,Finance / Collections,Outstanding Receivable > 180 Days,INV0080683,Vijay Kumar,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03842,Finance / Collections,Outstanding Receivable > 180 Days,INV0086283,Anitha Iyer,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03843,Finance / Collections,Outstanding Receivable > 180 Days,INV0086983,Priya Nair,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03844,Finance / Collections,Outstanding Receivable > 180 Days,INV0087683,Anitha Iyer,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03845,Finance / Collections,Outstanding Receivable > 180 Days,INV0088383,Divya Menon,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03846,Finance / Collections,Outstanding Receivable > 180 Days,INV0089083,Aarav Sharma,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03847,Finance / Collections,Outstanding Receivable > 180 Days,INV0094683,Anitha Iyer,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03848,Finance / Collections,Outstanding Receivable > 180 Days,INV0095383,Rahul Verma,Outstanding Amount,8398.87,0.0,8398.87,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8398.87,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
